Hospital Name,Address 1,City,State,ZIP Code,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,16.6,12.9,14.8
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,20.8,14,16.9
ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,17.1,13.1,11
GENEVA GENERAL HOSPITAL,196 -198 NORTH STREET,GENEVA,NY,14456,22,19.4,17.5
MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,15.9,11.1,12.5
LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,16.7,14.2,17.6
NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,19.1,15,17.8
NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302,22.3,17,13.5
ST FRANCIS HOSPITAL,241 NORTH ROAD,POUGHKEEPSIE,NY,12601,18.5,14.7,15.5
UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA,NY,14020,21.3,18.3,15.9
F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,14424,24.3,17.5,17.7
SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,18.7,12.6,12.7
ADIRONDACK MEDICAL CENTER,2233 STATE ROUTE 86,SARANAC LAKE,NY,12983,19.5,14.3,14.8
LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,23,13.5,19.6
ALICE HYDE MEDICAL CENTER,133 PARK STREET,MALONE,NY,12953,19.2,17.3,17.2
AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,20.2,15.5,16.2
MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,18.4,15.9,17
EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,GREENPORT,NY,11944,18.4,14.7,16.7
ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,15.8,17.1,13.4
COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,18.4,15.6,14.4
JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895,20.3,16.6,18.7
NY EYE AND EAR INFIRMARY,310 EAST 14TH STREET,NEW YORK,NY,10003,Not Available,Not Available,Not Available
NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,13.2,9.1,9.4
KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217,18.5,13.7,18.1
OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,20,12.8,13.6
NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,17.3,13.7,14.8
NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,14.5,14.8,11.8
PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,19.1,14.2,16.1
"ST JOSEPH'S HOSPITAL, INC",555 EAST MARKET STREET,ELMIRA,NY,14902,19.2,13.6,13.9
BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,Not Available,15.8,16.2
ONEIDA HEALTHCARE CENTER,321 GENESEE STREET,ONEIDA,NY,13421,Not Available,19.5,20.8
LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,15.9,10,13.9
BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH                          ,NY,14810,Not Available,17.8,15.5
ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,15.5,12.1,14.2
ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,15.5,11.6,13.3
JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,20.7,13.3,16.1
ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,21.7,18.2,14.9
UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO                       ,NY,14215,18.8,15.2,16.8
TLC HEALTH NETWORK,100 MEMORIAL DRIVE,GOWANDA,NY,14070,Not Available,17.7,19.3
BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771,17.1,13.6,13.1
MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,20.2,15.7,14.2
CANANDAIGUA VA MEDICAL CENTER,400 FOOT HILL AVE.,CANANDAIGUA                   ,NY,14424,Not Available,Not Available,Not Available
ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,15.7,14,11.6
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,18.6,11.9,13
"IRA DAVENPORT MEMORIAL HOSPITAL, INC",7571 STATE ROUTE 54,BATH,NY,14810,Not Available,16.2,18.1
ST JAMES MERCY HOSPITAL,411 CANISTEO STREET,HORNELL,NY,14843,19.5,16.3,15
ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,18.7,13.7,15.4
SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,20.3,15.3,15.4
GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,17.5,11.7,13.2
VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE                      ,NY,10548,Not Available,12.5,14.5
STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,18.4,11.8,15
NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,18,13.8,11.6
EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,LOCKPORT,NY,14094,17.8,15.6,17.5
HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,14620,21.8,18.1,17.4
"WESTFIELD MEMORIAL HOSPITAL, INC",189 EAST MAIN STREET,WESTFIELD,NY,14787,Not Available,Not Available,Not Available
WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,16.9,13,14.3
BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,18.3,12.1,12.9
"CORTLAND REGIONAL MEDICAL CENTER, INC",134 HOMER AVENUE,CORTLAND,NY,13045,19.6,13,12.3
EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR,77 WEST BARNEY STREET,GOUVERNEUR,NY,13642,Not Available,15.9,17.1
VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK                      ,NY,10010,17.3,9.4,14.6
SAMARITAN HOSPITAL,2215 BURDETT AVENUE,TROY,NY,12180,21,15.4,14.7
GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,17.5,14.7,13.7
"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,13.9,11.5,13.2
SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,17.6,16.1,15.5
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,15.1,12.9,12.2
MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,19.2,12.7,15.4
GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,17.3,12.2,12.6
FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,19,15.1,18.9
MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,12.5,8.7,8.9
LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,20.1,13.7,15
CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,16.1,12.2,12.9
CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,21.1,16,13.7
SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,16.4,12.6,14.2
METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,17.4,14.5,18.1
NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT                     ,NY,11768,20.8,14.3,15.7
KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,18.6,9.2,12.9
KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,21.2,14.6,17.5
CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,17,14.7,16.5
BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,NY,10016,16.5,14.5,15
ST ANTHONY COMMUNITY HOSPITAL,15 - 19  MAPLE AVENUE,WARWICK,NY,10990,19.7,12.9,13
ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,19.8,12.3,11.9
CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,OGDENSBURG,NY,13669,19.6,14.1,15.9
LEWIS COUNTY GENERAL HOSPITAL,7785 NORTH STATE STREET,LOWVILLE,NY,13367,19.3,17.2,14.1
NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,12.4,8.6,9.4
"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440,17.2,14.4,15.4
OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13126,17.9,15.1,16.6
ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,20.2,13.1,16.6
WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,16.8,12.3,14.2
SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,20.5,13.1,13.6
MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DRIVE,MASSENA,NY,13662,19.9,18.6,20.2
BENEDICTINE HOSPITAL,105 MARY'S AVENUE,KINGSTON,NY,12401,17.4,14.3,14.4
LONG BEACH MEDICAL CENTER,455 EAST BAY DRIVE,LONG BEACH,NY,11561,19.3,16.1,15.4
UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,17.6,17.4,12.3
BROOKS MEMORIAL HOSPITAL,529 CENTRAL AVENUE,DUNKIRK,NY,14048,Not Available,13.9,15.6
QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,18.3,14.8,14.7
SETON HEALTH SYSTEM-ST MARY'S CAMPUS,1300 MASSACHUSETTS AVENUE,TROY,NY,12180,19.3,15.7,17
BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,19.9,14.1,15
WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,16.6,13.4,16.5
AUBURN COMMUNITY HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,19.2,16.9,14.3
NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,18.9,12.2,12.4
NICHOLAS H NOYES MEMORIAL HOSPITAL,111  CLARA BARTON STREET,DANSVILLE,NY,14437,Not Available,15.6,13.6
WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701,22.1,14.5,15.4
HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,19.2,15.6,17
UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,19.9,16.2,15.4
ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,18.7,16,12.8
ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,19.5,11.9,17.1
"COMMUNITY MEMORIAL HOSPITAL, INC",150 BROAD STREET,HAMILTON,NY,13346,22.9,15.5,19.7
SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE                      ,NY,13210,19.7,16.2,15.5
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,16.8,12.5,13.3
MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,17.8,14.7,18.8
PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,16.5,16.7,15.4
"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,22,17.2,17.7
ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,18.5,11.6,14.3
CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432,Not Available,17.3,15.1
HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,17.6,13.9,13.7
COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,Not Available,13,14.7
HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,NY,10021,Not Available,Not Available,Not Available
PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,18.8,12.6,12.7
NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,21.6,19.4,17.2
CORNING HOSPITAL,176 DENISON PARKWAY EAST,CORNING,NY,14830,19.4,13.7,13.7
MERCY HOSPITAL,565 ABBOTT ROAD,BUFFALO,NY,14220,18.7,13.8,15.6
STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,17.4,15.4,16.9
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,16.9,11.4,14.7
WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,16.2,12.1,12.7
LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,19.6,13.2,12.4
CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,17.8,19.4,16.5
NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,19.3,11.7,16.7
PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,18.3,15.5,13.1
ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,20.1,13.2,14.2
SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,18.4,16.2,12.8
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,17.6,12.8,15.1
FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,NY,11375,16.9,14.5,13.5
FRANKLIN HOSPITAL,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,18.2,14.6,14.3
NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467,Not Available,14.6,15.5
CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,20,15.3,14.8
UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,15.5,10.9,14.1
"UNITED HEALTH SERVICES HOSPITALS, INC",33-57 HARRISON STREET,JOHNSON CITY,NY,13790,17.4,18,16
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,19.6,15.4,14.4
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,22.1,13.3,16.7
INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,22.1,15.7,16.9
ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,21.9,12.8,16.8
ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,14.5,14.6,15.5
MONROE COMMUNITY HOSPITAL,435 EAST HENRIETTA ROAD,ROCHESTER,NY,14620,Not Available,Not Available,Not Available
WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL,785 MAMARONECK AVENUE,WHITE PLAINS,NY,10605,Not Available,Not Available,Not Available
HELEN HAYES HOSPITAL,51 NORTH ROUTE 9W,WEST HAVERSTRAW,NY,10993,Not Available,Not Available,Not Available
SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,1270 BELMONT AVENUE,SCHENECTADY,NY,12308,Not Available,Not Available,Not Available
"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,Not Available,Not Available,Not Available
ELIZABETHTOWN COMMUNITY HOSPITAL,75 PARK STREET,ELIZABETHTOWN,NY,12932,Not Available,15.8,14.9
CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE,8081 ROUTE 97,CALLICOON,NY,12723,Not Available,Not Available,16.2
MARGARETVILLE MEMORIAL HOSPITAL,42084 STATE HIGHWAY 28,MARGARETVILLE,NY,12455,Not Available,Not Available,13.2
O'CONNOR HOSPITAL,460 ANDES ROAD,DELHI,NY,13753,Not Available,14.3,17.5
MOSES-LUDINGTON HOSPITAL,1019 WICKER STREET,TICONDEROGA,NY,12883,Not Available,Not Available,18.1
CLIFTON FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,Not Available,Not Available,16
"RIVER HOSPITAL, INC",4 FULLER STREET,ALEXANDRIA BAY,NY,13607,Not Available,Not Available,15.6
ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,Not Available,14.7,16
LITTLE FALLS HOSPITAL,140 BURWELL STREET,LITTLE FALLS,NY,13365,Not Available,14.9,19.3
"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,Not Available,15.8,16
"SCHUYLER HOSPITAL, INC",220 STEUBEN STREET,MONTOUR FALLS,NY,14865,Not Available,16.4,16.6
SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,418 NORTH MAIN STREET,PENN YAN,NY,14527,Not Available,17.9,17.5
CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,15.6,13,12.1
MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,16.4,15.6,11.6
NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,MOUNT AIRY,NC,27030,20.5,11.5,13
HIGH POINT REGIONAL HOSPITAL,601 N ELM ST  PO BOX HP-5,HIGH POINT,NC,27261,18.1,13.9,14.7
SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,19.1,15.2,15.5
WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,22.8,13.6,14.6
SPRUCE PINE COMMUNITY HOSPITAL,125 HOSPITAL DR,SPRUCE PINE,NC,28777,18.8,16.6,16.5
RUTHERFORD HOSPITAL INC,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,20.3,17.7,15.9
FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,18.1,12.9,14.6
ROWAN REGIONAL MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,19.3,13.9,17.6
MEDWEST HARRIS,68 HOSPITAL RD,SYLVA,NC,28779,20.3,15.9,13.8
MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,19.3,14.3,12.6
CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,20.1,14.4,19.6
CLEVELAND REGIONAL MEDICAL CENTER,201 E GROVER ST,SHELBY,NC,28150,21.2,13.3,18
PARK RIDGE HEALTH,100 HOSPITAL DRIVE,HENDERSONVILLE,NC,28792,18.3,16.9,16.6
SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,20.3,12.4,15
LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,KINSTON,NC,28501,19.6,12.6,15.6
CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,16.8,12.7,12.9
DUKE UNIVERSITY HOSPITAL,PO BOX 3708 DUMC  ERWIN RD,DURHAM,NC,27710,16.5,14.5,13.7
GASTON MEMORIAL HOSPITAL,2525 COURT DR,GASTONIA,NC,28052,17.5,14.6,16.3
FRANKLIN REGIONAL MEDICAL CENTER,100 HOSPITAL DR BOX 609,LOUISBURG,NC,27549,Not Available,16.3,19.6
KINGS MOUNTAIN HOSPITAL INC,706 W KING ST,KINGS MOUNTAIN,NC,28086,19,18.8,20.1
IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR  P O BOX 1828,STATESVILLE,NC,28677,17.2,12.4,17.6
VIDANT MEDICAL CENTER,"2100 STANTONSBURG RD, PO BOX 6028",GREENVILLE,NC,27835,17.6,13.8,16.2
CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,28645,20,16.7,14.7
ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,20.7,14.3,18
NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,19.2,14.4,16.8
NORTH CAROLINA SPECIALTY HOSPITAL,3916 BEN FRANKLIN BOULEVARD,DURHAM,NC,27704,Not Available,Not Available,Not Available
SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,19.2,10.6,13.4
WATAUGA MEDICAL CENTER,336 DEERFIELD ROAD,BOONE,NC,28607,17.2,12.1,12.4
PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,19.3,14.3,16.2
VALDESE GENERAL HOSPITAL INC,720 MALCOLM BLVD,VALDESE,NC,28690,21.5,14.8,16.4
MOREHEAD MEMORIAL HOSPITAL,117 E KINGS HIGHWAY,EDEN,NC,27288,19.7,14.5,14.8
UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,19.7,14.5,14.4
WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBORO,NC,28659,19,16.8,15
COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,20.4,15.8,15.9
"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,18,11.8,15.1
ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD PO BOX 202,BURLINGTON,NC,27216,17.8,17.9,15.6
BETSY JOHNSON REGIONAL  HOSPITAL,800 TILGHMAN DR,DUNN,NC,28334,18.9,11.7,11
DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,17.5,14.2,15.9
GRACE HOSPITAL INC,2201 S STERLING ST,MORGANTON,NC,28655,22.8,13.5,13.7
ANSON COMMUNITY HOSPITAL,500 MORVEN ROAD,WADESBORO,NC,28170,Not Available,13,13.7
THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON RD BOX 789,THOMASVILLE,NC,27360,19.7,15.4,19.8
THE MCDOWELL HOSPITAL,430 RANKIN DRIVE P O BOX 730,MARION,NC,28752,19.5,20.5,20.6
JOHNSTON MEMORIAL HOSPITAL,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,21.1,12.4,17.2
"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,18.3,13.6,16.2
LEXINGTON MEMORIAL HOSPITAL INC,250 HOSPITAL DRIVE PO BOX 1817,LEXINGTON,NC,27293,18,14,15.2
HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,ELKIN,NC,28621,17.8,15.7,14.4
CAROLINAS MED CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,18.4,14.5,13.8
VIDANT ROANOKE CHOWAN HOSPITAL,500 S ACADEMY ST,AHOSKIE,NC,27910,19.1,14.9,21.2
SANDHILLS REGIONAL MEDICAL CENTER,1000 WEST HAMLET AVENUE,HAMLET,NC,28345,19.7,14.3,16.2
VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,21.6,15.1,24.4
ALBEMARLE HOSPITAL AUTHORITY,1144 N ROAD ST,ELIZABETH CITY,NC,27909,19.5,15.5,15.9
CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,17.7,14.6,17.2
REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,16.6,10.7,10.1
FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,16.9,9.8,13.3
FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,19,15.7,17.9
STANLY REGIONAL MEDICAL CENTER,301 YADKIN ST,ALBEMARLE,NC,28001,20.5,14,15.5
VIDANT DUPLIN  HOSPITAL,401 N MAIN ST,KENANSVILLE,NC,28349,22.1,16.8,19.3
RANDOLPH HOSPITAL,364 WHITE OAK STREET,ASHEBORO,NC,27204,19.3,17.8,13.2
WILSON MEDICAL CENTER,1705 S TARBORO ST,WILSON,NC,27893,20.7,14.5,17.6
GRANVILLE MEDICAL CENTER,COLLEGE ST BOX 947,OXFORD,NC,27565,19,14.7,14.9
LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,28117,19.8,14.4,17.3
DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM                        ,NC,27705,21.6,16.4,15
CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DR,MONROE,NC,28110,18.9,14,14.2
CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,18.1,13.7,16.1
